protocolo;nomeEmpresa;modalidade;tpNavegacao;situacao;ultimaAlteracaoPor;fase;regular;dtInicio;dtSolicitacao;dtConfirmacao;dtFechamento;J
201504842;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;4/8/2015;7/8/2015;4/8/2015;4/8/2015;54812
201504843;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;4/8/2015;7/8/2015;4/8/2015;4/8/2015;54813
201504844;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;13/8/2015 a 17/8/2015;10/8/2015;;;54814
201504845;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;4/8/2015;7/8/2015;4/8/2015;19/8/2015;54815
201504846;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;13/8/2015 a 17/8/2015;7/8/2015;13/8/2015;15/8/2015;54816
201504847;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;31/7/2015;7/8/2015;31/7/2015;3/9/2015;54817
201504848;VALE S.A.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;5/8/2015;7/8/2015;5/8/2015;5/8/2015;54818
201504849;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;2/8/2015;7/8/2015;2/8/2015;16/8/2015;54819
201504850;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;FRANKLIM PEREIRA LIMA NETO;FECHAMENTO;NÃO;14/8/2015 a 18/8/2015;12/8/2015;18/8/2015;16/9/2015;54820
201504851;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;2/8/2015;7/8/2015;2/8/2015;12/8/2015;54821
201504852;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;4/8/2015;7/8/2015;4/8/2015;19/8/2015;54822
201504853;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;6/8/2015;7/8/2015;6/8/2015;19/8/2015;54823
201504854;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;6/10/2015 a 31/12/2015;;;;54824
201504855;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;17/8/2015 a 21/8/2015;10/8/2015;17/8/2015;24/8/2015;54825
201504856;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;4/8/2015;7/8/2015;4/8/2015;4/8/2015;54826
201504857;EMPRESA DE NAVEGAÇÃO ELCANO S.A.;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;1/8/2015 a 4/8/2015;7/8/2015;1/8/2015;21/8/2015;54827
201504858;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;26/7/2015;7/8/2015;26/7/2015;2/9/2015;54828
201504859;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;13/8/2015 a 17/8/2015;10/8/2015;13/8/2015;15/8/2015;54829
201504860;LYRA NAVEGAÇÃO MARÍTIMA LTDA;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;16/8/2015 a 20/8/2015;;;;54830
201504861;LYRA NAVEGAÇÃO MARÍTIMA LTDA;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;18/8/2015 a 22/8/2015;;;;54831
201504862;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;5/8/2015;7/8/2015;5/8/2015;5/8/2015;54832
201504863;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;5/8/2015;7/8/2015;5/8/2015;5/8/2015;54833
201504864;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;5/8/2015;7/8/2015;5/8/2015;5/8/2015;54834
201504865;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;5/8/2015;7/8/2015;5/8/2015;5/8/2015;54835
201504866;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;5/8/2015;7/8/2015;5/8/2015;5/8/2015;54836
201504867;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;5/8/2015;7/8/2015;5/8/2015;5/8/2015;54837
201504868;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;5/8/2015;7/8/2015;5/8/2015;5/8/2015;54838
201504869;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;30/8/2015;7/8/2015;30/8/2015;25/9/2015;54839
201504870;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;13/8/2015 a 17/8/2015;10/8/2015;13/8/2015;14/8/2015;54840
201504871;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;13/8/2015 a 17/8/2015;10/8/2015;13/8/2015;15/8/2015;54841
201504872;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;DISPONÍVEL PARA REGISTRO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;10/1/2016 a 6/2/2016;;;;54842
201504873;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;16/8/2015 a 20/8/2015;11/8/2015;16/8/2015;29/8/2015;54843
201504874;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;16/8/2015 a 20/8/2015;11/8/2015;16/8/2015;29/8/2015;54844
201504875;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;14/8/2015 a 18/8/2015;11/8/2015;;;54845
201504876;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;31/7/2015;10/8/2015;31/7/2015;21/9/2015;54846
201504877;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;14/8/2015 a 18/8/2015;;;;54847
201504878;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;20/12/2015 a 20/1/2016;;;;54848
201504879;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;30/12/2015 a 30/1/2016;;;;54849
201504880;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;16/8/2015 a 20/8/2015;11/8/2015;17/8/2015;20/8/2015;54850
201504881;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;31/8/2015;10/8/2015;31/8/2015;31/8/2015;54851
201504882;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;30/7/2015;10/8/2015;30/7/2015;30/7/2015;54852
201504883;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;26/7/2015;10/8/2015;26/7/2015;26/7/2015;54853
201504884;LYRA NAVEGAÇÃO MARÍTIMA LTDA;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ANDREIA LEANDRO;FECHAMENTO;NÃO;16/8/2015 a 21/8/2015;12/8/2015;18/8/2015;3/9/2015;54854
201504885;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CRIADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;25/7/2015 a 25/7/2015;10/8/2015;25/7/2015;25/7/2015;54855
201504886;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CRIADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;24/7/2015 a 24/7/2015;10/8/2015;24/7/2015;24/7/2015;54856
201504887;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CRIADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/7/2015 a 21/7/2015;10/8/2015;21/7/2015;21/7/2015;54857
201504888;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;31/7/2015;10/8/2015;31/7/2015;31/7/2015;54858
201504889;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;14/8/2015 a 18/8/2015;11/8/2015;;;54859
201504890;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;15/8/2015 a 19/8/2015;11/8/2015;;;54860
201504891;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;15/8/2015 a 19/8/2015;11/8/2015;;;54861
201504892;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;1/8/2015;10/8/2015;1/8/2015;5/9/2015;54862
201504893;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;22/8/2015 a 26/8/2015;11/8/2015;;;54863
201504894;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;14/8/2015 a 18/8/2015;11/8/2015;;;54864
201504895;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;14/8/2015 a 18/8/2015;11/8/2015;;;54865
201504896;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;15/8/2015 a 19/8/2015;11/8/2015;15/8/2015;27/8/2015;54866
201504897;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;3/9/2015 a 7/9/2015;11/8/2015;;;54867
201504898;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;3/9/2015 a 7/9/2015;11/8/2015;4/9/2015;16/9/2015;54868
201504899;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;3/9/2015 a 7/9/2015;11/8/2015;3/9/2015;6/9/2015;54869
201504900;NORSULCARGO NAVEGAÇÃO S/A;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;18/8/2015 a 22/8/2015;;;;54870
201504901;NORSULCARGO NAVEGAÇÃO S/A;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;MARIA LUIZA VITORIANO;FECHAMENTO;NÃO;14/8/2015 a 18/8/2015;13/8/2015;17/8/2015;31/8/2015;54871
201504902;CIA DE NAVEGAÇÃO NORSUL;TEMPO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;10/8/2015;10/8/2015;10/8/2015;26/8/2015;54872
201504903;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;5/8/2015;11/8/2015;5/8/2015;22/8/2015;54873
201504904;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;21/8/2015 a 25/8/2015;12/8/2015;;;54874
201504905;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ANÁLISE DE ENCERRAMENTO DO REGISTRO;THAÍS BARBIEIRO DE MELO;REGISTRO;NÃO;3/8/2015;11/8/2015;3/8/2015;17/10/2015;54875
201504906;CAMORIM OFFSHORE SERVIÇOS MARÍTIMOS LTDA.;CASCO NU;APOIO MARÍTIMO;AGUARDANDO APROVAÇÃO DE AUTORIZAÇÃO;JULIANA MARZULLO PEDREIRA;SOLICITAÇÃO;NÃO;17/10/2015;27/8/2015;;;54876
201504907;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;5/8/2015;11/8/2015;5/8/2015;23/8/2015;54877
201504908;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO NÃO APROVADA;JEDIEL SOUSA SILVA;CIRCULARIZAÇÃO;NÃO;17/10/2015 a 15/10/2016;;;;54878
201504909;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54879
201504910;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;MARIANA PEREIRA DE ARAUJO;FECHAMENTO;NÃO;17/8/2015 a 21/8/2015;19/8/2015;19/8/2015;3/9/2015;54880
201504911;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54881
201504912;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54882
201504913;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54883
201504914;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;15/8/2015 a 19/8/2015;12/8/2015;15/8/2015;;54884
201504915;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54885
201504916;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;7/8/2015;11/8/2015;7/8/2015;11/9/2015;54886
201504917;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;15/8/2015 a 19/8/2015;12/8/2015;15/8/2015;;54887
201504918;CIA DE NAVEGAÇÃO NORSUL;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;MARIA LUIZA VITORIANO;FECHAMENTO;NÃO;19/8/2015 a 23/8/2015;13/8/2015;23/8/2015;6/9/2015;54888
201504919;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54889
201504920;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54890
201504921;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54891
201504922;CIA DE NAVEGAÇÃO NORSUL;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;22/8/2015 a 26/8/2015;;;;54892
201504923;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;17/8/2015 a 21/8/2015;12/8/2015;;;54893
201504924;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;17/8/2015 a 21/8/2015;12/8/2015;;;54894
201504925;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;17/8/2015 a 21/8/2015;12/8/2015;;;54895
201504926;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;17/8/2015 a 21/8/2015;12/8/2015;;;54896
201504927;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;17/8/2015 a 21/8/2015;12/8/2015;;;54897
201504928;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;AGUARDANDO ANÁLISE DO CANCELAMENTO DO AFRETAMENTO;ALINE FERNANDES SANTIAGO;CIRCULARIZAÇÃO;NÃO;17/8/2015 a 21/8/2015;13/8/2015;;;54898
201504929;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;FRANKLIM PEREIRA LIMA NETO;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;17/8/2015;18/8/2015;21/10/2015;54899
201504930;ZEMAX LOG SOLUÇÕES MARÍTIMAS S.A.;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PETER KING;FECHAMENTO;NÃO;17/8/2015 a 21/8/2015;12/8/2015;17/8/2015;24/8/2015;54900
201504931;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;1/8/2015;11/8/2015;1/8/2015;1/8/2015;54901
201504932;ZEMAX LOG SOLUÇÕES MARÍTIMAS S.A.;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PETER KING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;18/8/2015;23/8/2015;54902
201504933;ZEMAX LOG SOLUÇÕES MARÍTIMAS S.A.;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PETER KING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;18/8/2015;25/8/2015;54903
201504934;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;3/8/2015;11/8/2015;3/8/2015;3/8/2015;54904
201504935;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;4/8/2015;11/8/2015;4/8/2015;4/8/2015;54905
201504936;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;11/8/2015;6/8/2015;6/8/2015;54906
201504937;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;11/8/2015;7/8/2015;7/8/2015;54907
201504938;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;11/8/2015;8/8/2015;8/8/2015;54908
201504939;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;11/8/2015;8/8/2015;8/8/2015;54909
